"SalePrice","TotalRooms","Bedrooms","FullBath","HalfBath","Fireplaces","LivArea","GarageArea","PoolArea","YearBuilt","YearSold","BldgType"
220000,5,2,2,0,1,1513,521,0,1999,2009,"1Fam"
203000,6,3,2,0,1,1504,478,0,1996,2009,"1Fam"
279500,7,3,2,0,1,1828,523,0,2002,2009,"1Fam"
210000,7,3,2,0,1,1417,511,0,1997,2009,"1Fam"
219500,8,3,2,1,0,2034,645,0,1997,2009,"1Fam"
191000,7,2,2,1,1,1716,512,0,1996,2009,"1Fam"
178000,6,3,2,0,0,1212,573,0,2001,2009,"1Fam"
213000,6,3,2,0,1,1630,451,0,2000,2009,"1Fam"
144000,4,1,1,0,0,848,420,0,2003,2009,"TwnhsE"
140000,4,1,1,0,0,848,420,0,2003,2009,"TwnhsE"
293200,7,3,2,0,1,1602,810,0,2007,2009,"1Fam"
190000,7,3,2,1,0,1728,572,0,2004,2009,"1Fam"
190000,6,3,2,0,0,1500,570,0,2004,2009,"1Fam"
173500,7,3,2,1,0,1476,540,0,2005,2009,"1Fam"
170000,6,3,2,1,1,1396,440,0,2007,2009,"1Fam"
108000,5,2,2,0,0,1126,520,0,1949,2009,"1Fam"
167000,7,3,1,0,0,1486,480,0,1964,2009,"1Fam"
1e+05,3,2,1,0,1,816,288,0,1938,2009,"1Fam"
198500,7,4,3,0,1,1922,672,0,2003,2009,"1Fam"
159500,6,3,1,1,0,1426,440,0,1977,2009,"1Fam"
127000,7,3,1,0,0,1149,544,0,1960,2009,"1Fam"
125000,6,3,1,0,1,1125,352,0,1976,2009,"1Fam"
320000,8,3,2,0,1,1698,768,0,2007,2009,"1Fam"
145500,5,2,1,0,0,1072,525,0,2005,2009,"TwnhsE"
118000,4,2,1,0,0,698,0,0,1947,2009,"1Fam"
85000,5,3,1,0,0,876,320,0,1959,2009,"1Fam"
120000,6,3,1,0,0,1368,195,0,1950,2009,"1Fam"
98000,9,4,2,0,0,1529,240,0,1945,2009,"1Fam"
99900,4,2,1,0,0,864,0,0,1922,2009,"1Fam"
82000,4,2,1,0,0,944,528,0,1952,2009,"1Fam"
119900,10,6,2,0,0,1678,0,0,1959,2009,"Duplex"
103500,7,2,1,0,1,1560,313,0,1956,2009,"1Fam"
112000,5,3,1,0,0,960,288,0,1956,2009,"1Fam"
110000,7,3,1,0,0,1196,528,0,1920,2009,"1Fam"
122000,6,3,1,0,2,1298,256,0,1941,2009,"1Fam"
117000,6,3,2,0,0,1604,660,0,1941,2009,"1Fam"
160000,7,3,1,1,2,1268,250,0,1938,2009,"1Fam"
159434,6,3,1,0,0,1520,281,0,1932,2009,"1Fam"
139500,7,3,2,0,1,1489,240,0,1940,2009,"1Fam"
197000,12,5,2,1,2,3082,672,0,1920,2009,"1Fam"
105000,6,3,1,1,1,1242,180,0,1935,2009,"1Fam"
135000,7,4,2,0,2,1981,576,0,1928,2009,"1Fam"
147500,6,3,1,0,1,1232,440,0,1916,2009,"1Fam"
137450,7,3,2,1,1,1608,216,0,1925,2009,"1Fam"
155000,6,3,1,0,0,1135,576,0,1936,2009,"1Fam"
177000,9,3,1,1,1,1913,342,0,1928,2009,"1Fam"
145000,6,3,2,0,1,1477,216,0,1928,2009,"1Fam"
137000,6,3,1,0,1,1228,215,0,1918,2009,"1Fam"
234000,9,3,1,1,2,2080,282,0,1926,2009,"1Fam"
205000,6,2,1,1,2,1567,440,0,1940,2009,"1Fam"
177500,7,3,1,0,2,1494,213,0,1942,2009,"1Fam"
160000,7,2,1,1,2,1308,256,0,1940,2009,"1Fam"
155000,5,2,1,0,0,1273,307,0,1960,2009,"1Fam"
163500,5,2,1,0,0,964,432,0,1921,2009,"1Fam"
154900,7,3,1,1,1,1343,186,0,1921,2009,"1Fam"
205000,13,5,2,1,2,2480,400,0,1940,2009,"Duplex"
144800,6,2,1,0,1,1112,390,0,1954,2009,"1Fam"
174500,7,3,1,1,1,1564,234,0,1941,2009,"1Fam"
193000,6,3,2,0,1,1561,463,0,1960,2009,"1Fam"
158000,7,3,2,0,1,1523,295,0,1949,2009,"1Fam"
158500,6,3,1,0,1,1152,300,0,1950,2009,"1Fam"
224000,6,3,1,1,2,1906,576,0,1954,2009,"1Fam"
115000,5,2,1,0,1,1032,452,0,1980,2009,"Twnhs"
137000,5,2,1,1,1,1229,462,0,1980,2009,"TwnhsE"
121000,5,2,1,1,1,1229,462,0,1980,2009,"Twnhs"
124000,5,2,1,1,1,1229,462,0,1980,2009,"TwnhsE"
208000,6,3,2,1,1,1982,501,0,1986,2009,"1Fam"
315000,7,3,2,0,2,2365,551,0,1971,2009,"1Fam"
222000,5,3,2,0,1,1680,540,0,1988,2009,"1Fam"
147000,6,3,1,0,0,1344,468,0,1920,2009,"1Fam"
123000,11,5,2,0,0,2168,576,0,1900,2009,"1Fam"
78000,6,3,1,0,0,1192,189,0,1920,2009,"1Fam"
85000,6,2,1,0,0,1526,0,0,1915,2009,"1Fam"
75000,4,2,1,0,0,572,200,0,1925,2009,"1Fam"
230000,5,2,2,0,1,1648,482,0,2007,2009,"TwnhsE"
251000,7,3,2,1,1,2052,642,0,2000,2009,"1Fam"
239686,6,1,1,1,1,2149,670,0,2003,2009,"1Fam"
240000,7,3,2,0,1,1710,550,0,2004,2009,"1Fam"
215000,7,3,2,1,1,1961,560,0,2001,2009,"1Fam"
156450,5,2,1,0,1,926,351,0,1977,2009,"1Fam"
173000,5,2,1,1,2,1287,541,0,1977,2009,"1Fam"
126000,8,4,2,0,0,1734,539,0,1977,2009,"Duplex"
173000,6,3,2,0,0,1217,497,0,1990,2009,"1Fam"
152000,5,2,2,0,0,1595,672,0,1991,2009,"1Fam"
375000,8,3,2,0,2,2036,513,0,1965,2009,"1Fam"
315500,6,2,2,0,1,1620,912,0,2007,2009,"1Fam"
224500,6,3,2,1,0,1692,650,0,2009,2009,"1Fam"
410000,9,3,2,0,1,2036,780,0,2008,2009,"1Fam"
316500,7,3,2,0,0,1641,885,0,2008,2009,"1Fam"
201000,7,3,2,0,0,1466,610,0,2007,2009,"1Fam"
175000,6,3,2,0,1,1412,576,0,1988,2009,"1Fam"
204000,7,3,2,1,1,2237,440,0,1980,2009,"1Fam"
213500,7,3,2,1,1,1479,578,0,1987,2009,"1Fam"
220000,6,2,2,0,0,1296,471,0,2001,2009,"1Fam"
170000,9,3,2,1,0,2014,486,0,2003,2009,"1Fam"
315000,8,2,2,0,1,1838,765,0,2006,2009,"1Fam"
425000,7,2,2,0,1,1978,920,0,2007,2009,"1Fam"
139500,6,3,1,0,0,1008,384,0,1968,2009,"1Fam"
115000,9,3,1,0,1,1771,336,0,1960,2009,"1Fam"
162000,5,2,2,0,0,1204,412,0,1998,2009,"TwnhsE"
165000,5,2,2,0,0,1224,402,0,1999,2009,"TwnhsE"
91000,5,2,1,0,0,988,297,0,1973,2009,"Twnhs"
130000,5,3,1,0,0,874,288,0,1968,2009,"1Fam"
86000,3,1,1,0,0,630,286,0,1970,2009,"Twnhs"
160000,7,3,2,0,1,1404,504,0,1969,2009,"1Fam"
80000,3,1,1,0,0,630,286,0,1970,2009,"TwnhsE"
97000,6,3,1,1,1,1344,0,0,1970,2009,"Twnhs"
88000,6,3,1,1,0,1092,286,0,1970,2009,"TwnhsE"
131900,4,2,1,0,0,796,336,0,1972,2009,"1Fam"
131250,5,2,1,0,0,1091,429,0,1993,2009,"1Fam"
165500,4,1,1,0,1,1110,602,0,1978,2009,"1Fam"
112000,5,3,1,0,0,833,0,0,1985,2009,"1Fam"
149000,5,2,1,0,1,883,698,0,1992,2009,"1Fam"
143000,5,1,1,1,0,1362,480,0,1993,2009,"1Fam"
130000,6,3,1,1,0,1287,440,0,1992,2009,"1Fam"
196000,5,2,2,0,2,1567,714,0,1977,2009,"1Fam"
173000,7,4,1,1,1,1632,898,0,1969,2009,"1Fam"
176500,6,3,1,0,1,1414,601,0,1958,2008,"1Fam"
237500,7,4,2,1,2,2117,550,0,1970,2008,"1Fam"
206900,9,4,2,1,2,2112,576,0,1969,2008,"1Fam"
187500,7,3,2,1,1,1604,470,0,1997,2008,"1Fam"
165000,7,3,2,1,1,1470,420,0,1995,2008,"1Fam"
195500,7,3,2,1,0,1604,472,0,1998,2008,"1Fam"
192000,7,3,2,1,2,1638,472,0,1998,2008,"1Fam"
173000,7,3,2,1,1,1636,386,0,1996,2008,"1Fam"
177900,7,3,2,0,0,1384,404,0,1996,2008,"1Fam"
175000,6,3,2,1,1,1446,406,0,1996,2008,"1Fam"
286000,5,0,1,1,1,1593,682,0,2001,2008,"TwnhsE"
247900,6,1,1,1,1,1682,528,0,1997,2008,"1Fam"
180000,5,2,2,0,1,1337,462,0,1993,2008,"TwnhsE"
180000,5,2,2,0,0,1280,506,0,1992,2008,"TwnhsE"
181000,7,3,2,1,1,1604,470,0,1997,2008,"1Fam"
183000,7,3,2,1,1,1633,460,0,1998,2008,"1Fam"
188000,8,3,2,1,1,1658,431,0,1995,2008,"1Fam"
194500,7,3,2,1,1,1895,409,0,1994,2008,"1Fam"
185000,7,3,2,1,0,1709,416,0,1991,2008,"1Fam"
189000,5,2,2,0,1,1228,472,0,1988,2008,"TwnhsE"
188500,5,2,2,0,1,1337,462,0,1989,2008,"TwnhsE"
355000,9,5,3,1,1,2500,683,0,2005,2008,"1Fam"
325000,11,4,2,1,1,2504,656,0,2005,2008,"1Fam"
387000,7,2,2,0,1,1884,670,0,2004,2008,"1Fam"
334000,6,2,2,0,1,1710,557,0,2007,2008,"TwnhsE"
133000,6,3,2,1,1,1488,738,0,1950,2008,"1Fam"
215000,7,3,2,1,1,2093,542,0,1986,2008,"1Fam"
226500,6,2,2,0,1,1688,528,0,1988,2008,"1Fam"
175500,7,3,2,0,1,1422,576,0,1981,2008,"1Fam"
181900,6,3,2,0,0,1260,598,0,1983,2008,"1Fam"
235000,7,3,2,0,2,2064,550,0,1978,2008,"1Fam"
220000,6,3,2,0,1,1782,551,0,1979,2008,"1Fam"
272000,11,4,2,1,1,2872,619,0,1977,2008,"1Fam"
161000,6,3,2,0,1,1211,461,0,1976,2008,"1Fam"
175000,6,3,2,0,0,1126,540,0,1977,2008,"1Fam"
185000,7,3,2,1,1,2044,489,0,1980,2008,"1Fam"
146900,7,3,1,1,0,1308,484,0,1969,2008,"1Fam"
292500,8,4,2,1,2,2840,1314,0,1978,2008,"1Fam"
180000,7,3,2,0,1,1523,478,0,1976,2008,"1Fam"
159900,5,2,2,0,1,1444,473,0,1976,2008,"1Fam"
205000,8,4,2,1,1,1964,483,0,1976,2008,"1Fam"
157000,5,3,1,1,1,1178,439,0,1973,2008,"1Fam"
306000,9,4,2,1,1,2340,787,0,1996,2008,"1Fam"
133000,8,4,2,2,0,1792,480,0,1974,2008,"Duplex"
151000,6,3,1,1,0,1054,460,0,1969,2008,"1Fam"
111900,4,2,1,0,0,936,288,0,1969,2008,"1Fam"
123000,5,3,1,0,0,864,576,0,1971,2008,"1Fam"
111250,5,3,1,0,0,864,576,0,1972,2008,"1Fam"
181000,5,2,2,0,0,1337,511,0,1998,2008,"TwnhsE"
103400,5,2,1,1,0,987,264,0,1973,2008,"Twnhs"
1e+05,5,2,1,1,0,987,264,0,1973,2008,"Twnhs"
100500,5,2,1,1,0,987,352,0,1972,2008,"Twnhs"
106000,5,2,1,1,0,987,280,0,1970,2008,"Twnhs"
85400,4,2,1,1,0,987,264,0,1971,2008,"Twnhs"
89500,5,2,1,1,0,987,264,0,1971,2008,"TwnhsE"
111750,6,3,2,1,0,1302,264,0,1972,2008,"Twnhs"
140000,4,2,2,0,0,1069,440,0,1977,2008,"TwnhsE"
143000,7,4,2,1,0,1456,460,0,1975,2008,"TwnhsE"
148500,4,2,2,0,0,1055,440,0,1977,2008,"Twnhs"
110000,5,3,1,0,0,892,264,0,1966,2008,"1Fam"
394617,7,2,2,0,1,1932,774,0,2008,2008,"1Fam"
426000,9,3,2,1,1,2332,846,0,2007,2008,"1Fam"
385000,7,2,2,0,1,2084,1220,0,2007,2008,"1Fam"
446261,11,3,2,1,1,2713,858,0,2008,2008,"1Fam"
317500,7,3,2,0,0,1582,905,0,2007,2008,"1Fam"
372402,6,2,2,0,1,1710,866,0,2007,2008,"1Fam"
417500,9,4,2,1,1,2464,650,0,2007,2008,"1Fam"
383000,7,2,2,0,1,1950,706,0,2007,2008,"1Fam"
390000,9,4,2,1,1,2748,850,0,2006,2008,"1Fam"
379000,9,3,2,1,1,2331,1003,0,2005,2008,"1Fam"
250000,10,4,2,1,1,2088,656,0,2007,2008,"1Fam"
316000,9,4,2,1,1,2332,756,0,2004,2008,"1Fam"
412500,10,3,2,1,2,2668,726,0,2003,2008,"1Fam"
284000,8,3,2,1,1,2046,871,0,2003,2008,"1Fam"
284000,7,2,2,0,1,1575,732,0,2003,2008,"1Fam"
421250,10,4,2,1,1,2649,746,0,2001,2008,"1Fam"
370000,9,4,2,1,1,2690,795,0,2003,2008,"1Fam"
336860,7,2,2,0,1,1866,870,0,2008,2008,"TwnhsE"
367294,7,1,1,1,1,1702,1052,0,2008,2008,"TwnhsE"
192000,6,2,2,0,1,1367,484,0,2005,2008,"TwnhsE"
274000,6,1,1,1,1,1518,588,0,2003,2008,"TwnhsE"
266000,6,2,2,0,1,1684,564,0,2005,2008,"TwnhsE"
370967,6,2,2,0,1,1800,944,0,2007,2008,"TwnhsE"
234250,6,2,2,0,1,1342,550,0,2006,2008,"TwnhsE"
219500,6,2,2,0,1,1342,550,0,2006,2008,"TwnhsE"
155000,6,2,2,1,0,1626,474,0,2003,2008,"Twnhs"
154000,6,2,2,1,0,1626,474,0,2003,2008,"Twnhs"
207000,6,2,2,0,1,1358,484,0,2004,2008,"TwnhsE"
195000,6,2,2,0,1,1455,644,0,2003,2008,"TwnhsE"
219990,7,2,2,0,1,1576,668,0,2004,2008,"TwnhsE"
191000,7,2,2,0,1,1504,437,0,2005,2008,"TwnhsE"
159895,6,2,2,0,1,1266,388,0,2007,2008,"1Fam"
187687,5,2,2,0,1,1246,428,0,2007,2008,"1Fam"
179000,8,3,2,1,1,1515,393,0,2004,2008,"1Fam"
193000,8,3,2,1,1,1593,398,0,2004,2008,"1Fam"
190000,5,2,2,0,0,1166,400,0,2005,2008,"1Fam"
176000,8,3,2,1,0,1456,400,0,2005,2008,"1Fam"
188000,7,3,2,1,1,1720,400,0,2002,2008,"1Fam"
213000,9,4,2,1,1,1986,434,0,2003,2008,"1Fam"
217300,6,2,2,0,1,1358,484,0,2007,2008,"TwnhsE"
186500,8,3,2,1,1,1792,451,0,2000,2008,"1Fam"
226750,8,3,2,1,1,1892,431,0,2000,2008,"1Fam"
184000,8,3,2,1,1,1490,388,0,2004,2008,"1Fam"
225000,8,4,2,1,1,2322,400,0,1999,2008,"1Fam"
185900,7,3,2,1,1,1651,450,0,1999,2008,"1Fam"
284500,9,3,2,1,1,2199,516,0,1997,2008,"1Fam"
315000,8,4,2,1,1,2630,696,0,1998,2008,"1Fam"
250000,9,4,2,1,1,2198,836,0,2000,2008,"1Fam"
291000,8,4,2,1,1,2172,687,0,2000,2008,"1Fam"
350000,5,2,2,0,1,2006,938,0,1998,2008,"1Fam"
279500,12,4,2,1,2,2125,576,0,1996,2008,"1Fam"
290000,9,4,2,1,1,2501,751,0,1995,2008,"1Fam"
350000,7,2,2,1,1,2113,839,0,1995,2008,"1Fam"
341000,9,3,2,1,1,2418,983,0,1993,2008,"1Fam"
287500,9,4,2,1,1,2197,783,0,1993,2008,"1Fam"
271000,5,3,2,1,2,2127,525,0,1994,2008,"1Fam"
301500,7,2,2,0,1,1987,691,0,1994,2008,"1Fam"
235128,7,3,2,0,0,1580,830,0,2007,2008,"1Fam"
214000,9,4,2,1,1,1933,668,0,2007,2008,"1Fam"
232000,7,3,2,0,1,1574,824,0,2006,2008,"1Fam"
240000,7,3,2,0,1,1578,642,0,2006,2008,"1Fam"
264132,6,2,2,0,1,1506,592,0,2008,2008,"1Fam"
245000,6,3,2,0,1,1563,758,0,2007,2008,"1Fam"
227680,6,3,2,0,0,1428,554,0,2008,2008,"1Fam"
257000,7,3,3,0,1,1861,851,0,2007,2008,"1Fam"
297900,8,3,2,1,1,1874,880,0,2007,2008,"1Fam"
212700,6,3,2,0,0,1372,588,0,2007,2008,"1Fam"
250580,6,3,2,0,0,1372,529,0,2007,2008,"1Fam"
226700,7,3,2,1,0,1768,603,0,2005,2008,"1Fam"
250000,9,3,2,1,1,1992,648,0,2003,2008,"1Fam"
250000,9,3,2,1,1,1958,936,0,2005,2008,"1Fam"
339750,8,3,2,1,1,2078,836,0,2007,2008,"1Fam"
256000,7,3,2,0,1,1660,660,0,2007,2008,"1Fam"
230348,6,2,2,0,0,1218,462,0,2007,2008,"1Fam"
207500,7,3,2,1,0,1728,673,0,2003,2008,"1Fam"
141000,6,3,1,0,0,1080,0,0,2004,2008,"1Fam"
188000,7,3,2,1,0,1696,542,0,2003,2008,"1Fam"
192500,8,3,2,1,0,1663,478,0,2003,2008,"1Fam"
146000,6,3,1,0,0,1175,0,0,2005,2008,"1Fam"
159000,6,3,1,1,0,1114,576,0,2004,2008,"1Fam"
155000,6,3,1,0,0,1114,576,0,2003,2008,"1Fam"
173000,6,3,2,1,0,1640,520,0,2004,2008,"1Fam"
170000,6,3,2,0,0,1162,483,0,2007,2008,"1Fam"
182000,6,3,2,1,0,1609,525,0,1995,2008,"1Fam"
163000,7,3,2,1,0,1680,474,0,1993,2008,"1Fam"
193500,7,3,2,0,1,1679,575,0,1994,2008,"1Fam"
189000,6,3,2,1,0,1657,483,0,1994,2008,"1Fam"
190500,7,3,2,1,0,1677,627,0,2001,2008,"1Fam"
175000,7,3,2,1,0,1737,506,0,1992,2008,"1Fam"
179200,6,3,2,0,0,1294,496,0,1991,2008,"1Fam"
187000,7,3,2,1,0,1710,506,0,1993,2008,"1Fam"
193000,5,2,2,0,1,1617,533,0,1993,2008,"TwnhsE"
153900,5,2,2,0,0,1199,530,0,1993,2008,"TwnhsE"
128000,5,3,1,0,1,984,384,0,1963,2008,"1Fam"
144000,4,2,1,0,0,912,352,0,1962,2008,"1Fam"
135000,5,3,1,0,1,864,420,0,1961,2008,"1Fam"
115000,5,3,1,0,0,890,308,0,1968,2008,"2fmCon"
119916,5,3,1,0,0,864,276,0,1963,2008,"1Fam"
142000,5,3,1,0,0,912,288,0,1961,2008,"1Fam"
192000,6,3,2,0,2,1430,484,0,1974,2008,"1Fam"
140000,5,4,2,0,1,1641,490,0,1972,2008,"1Fam"
290000,9,4,2,1,2,2683,473,0,1990,2008,"1Fam"
372500,10,4,2,1,1,2786,636,0,1993,2008,"1Fam"
196000,5,2,2,0,0,1391,530,0,2004,2008,"TwnhsE"
171900,5,2,2,1,0,1250,625,0,2006,2008,"TwnhsE"
178000,5,1,2,0,0,1245,495,0,2004,2008,"TwnhsE"
165000,5,2,2,1,0,1200,480,0,2005,2008,"TwnhsE"
146000,5,2,2,0,0,1392,540,0,2007,2008,"TwnhsE"
146000,5,2,2,0,0,1392,540,0,2007,2008,"TwnhsE"
179400,6,3,2,1,0,1501,440,0,1999,2008,"Twnhs"
172900,6,3,2,1,0,1549,440,0,1999,2008,"Twnhs"
3e+05,5,2,2,0,1,1638,495,0,2000,2008,"TwnhsE"
285000,5,1,1,1,1,1310,545,0,2001,2008,"TwnhsE"
290000,5,2,1,1,1,1419,588,0,2001,2008,"TwnhsE"
305000,5,2,2,0,1,1557,484,0,1999,2008,"TwnhsE"
328900,5,2,2,0,1,1709,506,0,1999,2008,"TwnhsE"
160000,4,2,2,1,0,1252,462,0,1999,2008,"Twnhs"
170000,5,3,2,1,0,1404,462,0,1999,2008,"Twnhs"
223000,7,3,2,1,1,1789,546,0,2001,2008,"1Fam"
170000,7,3,2,1,0,1586,480,0,1999,2008,"Twnhs"
2e+05,7,3,2,1,0,1607,480,0,1999,2008,"Twnhs"
345000,7,2,2,1,1,2393,846,0,1998,2008,"TwnhsE"
245500,4,1,1,1,2,1288,500,0,1996,2008,"TwnhsE"
217500,4,1,1,1,1,1239,477,0,1995,2008,"TwnhsE"
324000,6,1,1,1,2,1719,473,0,1993,2008,"TwnhsE"
162500,6,3,2,0,0,1232,516,0,1984,2008,"1Fam"
101040,9,3,2,2,1,3504,864,0,1977,2008,"1Fam"
290000,6,3,3,0,1,1671,550,0,1976,2008,"1Fam"
174000,7,3,2,0,1,1682,530,0,1970,2008,"1Fam"
183000,7,4,2,0,0,1427,516,0,1969,2008,"1Fam"
150000,8,4,1,1,1,1740,512,0,1968,2008,"1Fam"
145000,5,3,2,0,0,1258,528,0,1971,2008,"1Fam"
215000,8,4,2,0,1,1620,578,0,1967,2008,"1Fam"
140500,8,4,2,0,0,1625,484,0,1965,2008,"Duplex"
240000,9,4,2,1,1,2614,624,0,1974,2008,"1Fam"
141000,7,4,1,1,0,1464,470,0,1968,2008,"1Fam"
147000,5,2,1,0,0,912,576,0,1965,2008,"1Fam"
135000,5,3,1,0,0,925,576,0,1965,2008,"1Fam"
145000,10,6,2,0,0,1728,576,0,1965,2008,"Duplex"
142600,10,6,2,0,0,1728,576,0,1965,2008,"Duplex"
135000,8,4,2,0,0,1656,506,0,1973,2008,"Duplex"
170000,7,4,1,1,0,1670,464,0,1971,2008,"1Fam"
299800,11,4,3,1,2,2715,831,0,1976,2008,"1Fam"
185000,8,4,2,1,1,1876,540,0,1974,2008,"1Fam"
173000,7,4,1,1,0,1632,484,0,1966,2008,"1Fam"
178400,6,3,1,0,0,999,588,0,1961,2008,"1Fam"
176000,9,4,2,1,1,1978,486,0,1968,2008,"1Fam"
98000,6,2,1,0,0,1014,267,0,1956,2008,"1Fam"
109008,5,3,1,0,0,907,352,0,1957,2008,"1Fam"
135750,4,2,1,0,0,952,283,0,1956,2008,"1Fam"
155000,6,3,2,0,0,1128,525,0,1963,2008,"1Fam"
180500,7,3,2,0,1,1425,576,0,1964,2008,"1Fam"
174900,6,3,1,1,0,1165,490,0,1966,2008,"1Fam"
140000,5,3,1,0,1,1136,384,0,1965,2008,"1Fam"
145000,6,3,1,0,0,1092,504,0,1964,2008,"1Fam"
179900,6,3,2,0,1,1265,502,0,1965,2008,"1Fam"
168500,6,3,1,1,0,1350,520,0,1964,2008,"1Fam"
140000,5,3,1,0,0,1114,451,0,1961,2008,"1Fam"
145500,5,3,1,1,0,1053,312,0,1959,2008,"1Fam"
142000,7,3,1,0,0,1252,528,0,1959,2008,"1Fam"
141000,6,3,1,0,1,1100,312,0,1960,2008,"1Fam"
153000,6,3,1,0,0,1118,264,0,1960,2008,"1Fam"
72500,4,2,1,0,0,720,287,0,1949,2008,"1Fam"
118000,5,2,1,0,2,1077,205,0,1939,2008,"2fmCon"
87000,5,2,1,0,0,906,231,0,1937,2008,"1Fam"
141500,6,3,2,0,0,1496,450,0,1960,2008,"1Fam"
119000,6,3,1,0,0,1252,288,0,1950,2008,"1Fam"
141500,7,3,1,0,1,1337,264,0,1950,2008,"1Fam"
165500,8,3,1,0,1,1661,377,0,1955,2008,"1Fam"
112900,5,3,1,0,0,1036,312,0,1953,2008,"1Fam"
201800,8,4,1,2,2,1820,492,0,1965,2008,"1Fam"
163000,6,3,1,1,1,1362,504,0,1961,2008,"1Fam"
139950,6,3,1,0,0,1144,456,0,1961,2008,"1Fam"
174000,7,3,1,1,1,1537,462,0,1962,2008,"1Fam"
165000,6,3,1,0,1,1431,296,0,1962,2008,"1Fam"
227000,9,4,2,1,1,1988,480,0,1966,2008,"1Fam"
135000,6,3,1,0,0,1098,260,0,1955,2008,"1Fam"
124000,6,3,1,1,0,1144,336,0,1963,2008,"1Fam"
140000,6,3,1,0,0,1283,506,0,1962,2008,"1Fam"
136500,6,3,1,0,2,1176,292,0,1957,2008,"1Fam"
185000,7,2,2,0,0,1440,480,0,1959,2008,"1Fam"
163000,6,3,1,0,1,1261,433,0,1958,2008,"1Fam"
166800,5,3,1,0,1,1570,441,0,1958,2008,"1Fam"
139000,6,2,1,0,1,1196,297,0,1956,2008,"1Fam"
166000,6,3,1,1,2,1392,458,0,1957,2008,"1Fam"
136000,5,3,1,0,0,1080,288,0,1958,2008,"1Fam"
133000,5,3,1,0,0,1104,384,0,1956,2008,"1Fam"
116000,4,2,1,0,0,882,240,0,1952,2008,"1Fam"
137500,6,3,1,1,0,1152,636,0,1953,2008,"1Fam"
130000,5,2,1,0,0,950,400,0,1953,2008,"1Fam"
180000,6,3,2,0,2,1790,540,0,1957,2008,"1Fam"
139000,4,2,1,0,0,952,840,0,1951,2008,"1Fam"
110000,4,2,1,0,0,773,240,0,1953,2008,"1Fam"
1e+05,7,4,2,1,1,1764,301,0,1957,2008,"1Fam"
118500,6,2,1,0,0,1216,336,0,1947,2008,"1Fam"
146000,9,5,2,0,0,1824,484,0,1957,2008,"Duplex"
89900,3,1,1,0,0,869,390,0,1948,2008,"1Fam"
114000,5,3,1,0,0,1159,288,0,1925,2008,"1Fam"
140000,6,3,1,1,1,1558,288,0,1945,2008,"1Fam"
86900,4,2,1,0,0,672,308,0,1940,2008,"1Fam"
139000,7,3,1,0,1,1436,1488,0,1922,2008,"1Fam"
106250,7,3,2,0,0,1294,0,0,1900,2008,"2fmCon"
171000,8,4,1,1,1,1716,490,0,1962,2008,"1Fam"
139000,5,3,1,1,1,1044,372,0,1968,2008,"1Fam"
186000,6,3,1,1,1,1312,495,0,1958,2008,"1Fam"
157000,5,2,1,1,1,1253,352,0,1960,2008,"1Fam"
148000,5,3,1,0,0,1081,401,0,1960,2008,"1Fam"
242000,9,4,2,0,1,2069,505,0,1960,2008,"1Fam"
116000,5,3,1,0,0,910,414,0,1953,2008,"1Fam"
94000,5,2,1,0,1,876,576,0,1951,2008,"1Fam"
98300,7,3,1,0,0,1048,420,0,1950,2008,"1Fam"
127000,7,4,2,0,0,1507,404,0,1960,2008,"1Fam"
159000,6,3,1,1,0,1256,311,0,1959,2008,"1Fam"
125900,6,3,1,0,0,1027,299,0,1962,2008,"1Fam"
155000,6,3,1,1,1,1269,308,0,1960,2008,"1Fam"
138000,5,3,2,0,0,1320,576,0,1948,2008,"1Fam"
112500,4,2,1,0,0,984,280,0,1954,2008,"1Fam"
105500,4,2,1,0,0,832,528,0,1954,2008,"1Fam"
127500,6,4,1,0,0,1278,240,0,1954,2008,"1Fam"
130000,10,6,2,0,0,1800,0,0,1961,2008,"Duplex"
150000,6,3,1,1,0,1588,480,0,1955,2008,"1Fam"
109500,4,2,1,0,0,825,350,0,1954,2008,"1Fam"
140000,8,4,1,1,1,1796,483,0,1963,2008,"1Fam"
167900,7,4,1,1,0,1611,442,0,1964,2008,"1Fam"
136870,6,3,1,0,0,1117,264,0,1963,2008,"1Fam"
143000,7,3,1,0,0,1133,308,0,2008,2008,"1Fam"
73000,4,2,1,0,0,764,504,0,1925,2008,"1Fam"
157500,8,3,2,0,1,1539,686,0,1904,2008,"1Fam"
122600,6,3,1,0,0,1323,400,0,1948,2008,"1Fam"
111000,6,2,1,0,0,1360,330,0,1910,2008,"1Fam"
256000,8,5,2,0,2,2792,520,0,1920,2008,"1Fam"
64000,4,2,1,0,0,672,256,0,1940,2008,"1Fam"
139500,7,4,1,1,0,1456,308,0,1915,2008,"1Fam"
118000,9,3,2,0,0,1594,0,0,1910,2008,"2fmCon"
2e+05,6,3,2,1,0,2082,484,0,2003,2008,"1Fam"
119164,8,2,2,0,0,1656,440,0,1940,2008,"1Fam"
122250,6,2,1,0,1,1740,225,0,1920,2008,"1Fam"
120000,5,2,1,0,1,1027,0,0,1920,2008,"1Fam"
155000,8,3,2,0,2,1436,828,0,1940,2008,"2fmCon"
78000,5,2,1,0,0,899,200,0,1910,2008,"1Fam"
95000,5,3,1,0,0,1080,0,0,1890,2008,"1Fam"
115000,5,2,1,0,0,789,250,0,1948,2008,"1Fam"
