LotArea,BldgType,HouseStyle,YearBuilt,YearRemodAdd,RoofStyle,BsmtFinSF1,BsmtUnfSF,Electrical,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,PoolArea,YrSold,SalePrice
11235,1Fam,SFoyer,1963,1963,Gable,784,197,SB,1075,1,0,3,6,0,1996,2,440,64,0,0,2008,148000
11200,1Fam,1Story,1965,1965,Hip,906,134,SB,1040,1,0,3,5,0,1965,1,384,0,0,0,2008,129500
13014,1Fam,SLvl,1978,1978,Gable,528,480,SB,1096,1,0,3,6,1,1978,2,484,168,0,0,2008,157500
7162,1Fam,1Story,1966,1966,Gable,0,876,SB,904,1,0,3,6,0,1966,1,408,0,0,0,2008,109900
10265,1Fam,1Story,1967,2005,Gable,758,234,SB,992,1,0,3,6,0,1967,1,294,204,0,0,2008,145000
9764,1Fam,1Story,1967,2003,Gable,702,192,SB,894,1,0,3,5,0,1967,2,450,0,0,0,2008,130000
7703,1Fam,SFoyer,1978,1978,Gable,450,0,SB,1034,1,0,3,6,1,1978,2,504,311,0,0,2008,153000
9981,1Fam,1Story,1967,1967,Gable,221,852,SB,1073,1,0,3,6,0,1967,1,270,0,90,0,2008,120000
7400,1Fam,SFoyer,1984,1984,Gable,104,0,SB,1126,1,0,2,5,0,1984,2,506,178,0,0,2008,152000
12900,Duplex,SFoyer,1969,1969,Gable,1198,0,SB,1258,0,2,0,6,0,1969,2,400,120,0,0,2008,108959
12900,2fmCon,1Story,1920,1950,Gable,1300,0,SB,1140,1,0,3,6,0,1920,2,400,0,0,0,2008,95541
9000,1Fam,1Story,1959,1959,Gable,288,718,SB,1006,1,0,3,5,0,0,0,0,0,24,0,2008,80000
8544,1Fam,1Story,1966,2006,Gable,0,1228,SB,1228,1,1,3,6,0,1966,1,271,0,65,0,2008,149350
9239,1Fam,1Story,1963,2003,Gable,634,326,SB,960,1,0,3,6,0,1963,1,300,168,0,0,2008,144900
14175,1Fam,1Story,1956,1956,Gable,776,212,FA,1188,1,0,1,4,1,1956,2,621,102,89,0,2008,185000
13284,1Fam,1Story,1954,1954,Gable,1064,319,SB,1383,1,0,3,6,1,1954,1,354,511,116,0,2008,165000
13500,1Fam,1Story,1960,1975,Flat,429,93,SB,1252,1,0,1,4,1,1960,2,564,409,0,0,2008,235000
13825,1Fam,SLvl,1958,1987,Gable,0,533,SB,1601,1,0,3,6,0,1958,1,300,280,34,0,2008,140000
10200,1Fam,1Story,1940,1997,Gable,0,672,SB,672,1,0,2,4,0,1940,1,240,168,0,0,2008,108000
10532,1Fam,1Story,1960,1960,Flat,988,0,SB,1721,2,0,3,7,2,1960,2,626,50,84,0,2008,145000
8375,1Fam,1.5Fin,1941,1973,Gable,336,240,SB,1350,1,1,2,6,0,1973,3,627,0,0,0,2008,152400
10200,1Fam,SLvl,1970,1970,Hip,704,160,SB,904,1,0,3,5,0,1979,3,912,143,0,0,2008,144000
2887,1Fam,1Story,1996,1997,Gable,1003,288,SB,1291,1,0,2,6,1,1996,2,431,307,0,0,2008,173000
10005,1Fam,2Story,1977,1977,Hip,392,768,SB,2022,2,1,4,8,1,1977,2,505,288,117,0,2008,192000
20270,1Fam,1Story,1979,1979,Gable,599,925,SB,1524,2,0,3,7,2,1979,2,478,140,0,0,2008,245000
39104,1Fam,1Story,1954,2005,Flat,226,96,SB,1363,1,0,2,5,2,1954,2,439,81,0,0,2008,241500
53227,1Fam,1Story,1954,1994,Flat,1116,248,SB,1663,1,0,2,6,2,1954,2,529,224,137,0,2008,256000
11512,1Fam,SLvl,1959,2006,Gable,719,300,SB,1357,1,0,2,5,1,1959,1,312,0,0,0,2008,177000
5190,1Fam,1.5Fin,1948,1950,Gable,0,570,SB,1079,1,0,2,5,1,1948,1,249,135,0,0,2008,125600
10452,1Fam,1Story,1953,1953,Hip,500,594,SB,1094,1,0,3,5,2,1953,2,495,0,0,0,2008,155000
45600,1Fam,1.5Fin,1908,1997,Gable,0,907,SB,2358,3,0,5,10,1,1908,2,360,486,40,0,2008,240000
19550,1Fam,1Story,1940,2007,Flat,1035,545,SB,1518,1,0,2,5,2,0,0,0,0,39,0,2008,260000
21780,1Fam,1.5Fin,1918,1950,Gable,0,1163,SB,1674,2,0,4,8,1,1955,2,396,72,36,0,2008,185000
13728,1Fam,2Story,1935,1986,Hip,626,501,SB,2108,2,0,4,7,2,1935,2,540,0,0,0,2008,235000
9571,1Fam,1Story,1956,1956,Hip,870,639,FA,1509,1,0,3,6,1,1956,1,322,158,0,0,2008,159900
9350,Duplex,SFoyer,1975,1975,Gable,864,0,SB,864,1,0,2,4,0,0,0,0,0,0,0,2008,99600
9360,1Fam,2Story,1962,2001,Gable,324,297,SB,1269,1,1,3,7,0,1962,1,280,0,236,0,2008,134500
8405,1Fam,1.5Fin,1900,1950,Gable,241,229,SB,1367,1,0,4,7,0,1978,1,384,0,130,0,2008,119000
7000,2fmCon,2Story,1910,1991,Gable,969,148,SB,1347,1,0,3,5,0,0,0,0,85,0,0,2008,107500
10880,2fmCon,1Story,1950,1950,Gable,1040,124,SB,1164,1,0,3,5,0,1950,1,240,0,48,0,2008,125000
9600,1Fam,1.5Fin,1924,1950,Gable,0,572,FF,1096,1,0,2,5,0,0,0,0,0,8,0,2008,79000
9084,1Fam,1.5Fin,1941,1950,Gable,236,0,SB,1111,1,0,3,5,0,1941,1,200,48,0,0,2008,95000
11839,1Fam,2Story,1990,1990,Hip,1085,390,SB,2329,2,1,4,10,1,1990,2,514,192,121,0,2008,262280
9771,1Fam,2Story,1995,2002,Gable,779,298,SB,2814,2,1,4,9,1,1995,2,614,48,32,0,2008,260000
9938,1Fam,1Story,1994,1994,Gable,1271,331,SB,1626,2,1,3,7,1,1994,2,534,424,40,0,2008,226500
14171,1Fam,2Story,1993,1994,Gable,355,457,SB,2200,2,1,4,9,1,1993,2,453,168,98,0,2008,225000
10541,1Fam,SLvl,1996,1996,Gable,0,672,SB,2037,2,1,3,8,1,1996,2,472,100,33,0,2008,229000
10616,1Fam,2Story,2007,2007,Gable,0,628,SB,1356,2,1,3,6,1,2007,2,484,100,24,0,2008,177439
9345,1Fam,1Story,2007,2007,Gable,0,1615,SB,1615,2,0,3,7,1,2007,3,864,168,30,0,2008,248500
11778,1Fam,1Story,2008,2008,Hip,1153,598,SB,1766,2,1,3,8,2,2008,3,874,216,36,0,2008,395039
11228,1Fam,2Story,1993,1993,Gable,50,499,SB,2097,2,1,3,9,1,1993,3,678,196,187,0,2008,228000
11454,1Fam,SLvl,1995,1995,Gable,770,631,SB,1511,2,0,3,6,1,1995,3,811,168,42,0,2008,225000
11500,1Fam,1Story,1966,1966,Flat,262,197,SB,1643,2,0,2,6,1,1966,2,438,339,0,0,2008,195000
12798,1Fam,2Story,1997,1997,Gable,462,154,SB,1688,2,1,4,8,0,1997,2,603,403,114,0,2008,2.00E+05
9750,1Fam,1Story,1994,1994,Gable,722,268,SB,990,1,0,3,5,0,1997,2,528,168,0,0,2008,155000
9525,1Fam,1Story,1995,2006,Gable,0,1099,SB,1099,1,1,3,6,0,1999,1,352,278,0,0,2008,144000
9245,1Fam,1Story,1994,1995,Gable,686,304,SB,990,1,0,3,5,0,1996,2,672,0,0,0,2008,145000
8696,1Fam,1Story,1997,1998,Gable,1308,110,SB,1418,2,0,3,5,1,1997,2,558,208,110,0,2008,226001
13142,1Fam,2Story,1997,1997,Gable,688,176,SB,1771,2,1,3,6,0,1997,2,600,0,96,0,2008,215700
8998,1Fam,2Story,2000,2000,Gable,527,255,SB,1652,2,1,3,6,0,2000,2,532,0,70,0,2008,207500
9179,1Fam,2Story,1999,1999,Gable,633,240,SB,1790,2,1,3,7,0,1999,2,588,0,88,0,2008,193000
8924,1Fam,2Story,1998,1999,Gable,0,880,SB,1724,2,1,3,8,0,1998,2,527,120,155,0,2008,188000
9382,1Fam,1Story,1999,2000,Gable,0,1468,SB,1479,2,0,3,6,0,1999,2,577,120,25,0,2008,191000
12803,1Fam,1Story,2002,2002,Gable,922,572,SB,1494,2,0,3,6,1,2002,2,530,192,36,0,2008,221000
12435,1Fam,2Story,2001,2001,Gable,361,602,SB,1792,2,1,3,7,1,2001,2,564,0,96,0,2008,231500
12192,1Fam,2Story,2000,2001,Gable,663,265,SB,1823,2,1,3,6,0,2000,2,626,192,36,0,2008,235000
11250,1Fam,2Story,2001,2002,Gable,486,434,SB,1786,2,1,3,6,1,2001,2,608,0,42,0,2008,223500
9200,1Fam,1Story,1975,1980,Hip,280,167,SB,938,1,0,3,5,0,1977,1,308,145,0,0,2008,130250
8385,1Fam,SLvl,1977,1977,Gable,595,390,SB,985,2,0,3,6,0,1977,1,328,210,0,0,2008,149900
12250,1Fam,1Story,1978,1978,Gable,781,83,SB,1174,1,0,3,5,0,1978,2,528,211,0,0,2008,158000
10970,1Fam,SLvl,1978,1978,Gable,505,0,SB,1026,1,0,3,5,0,1981,2,576,0,0,0,2008,147000
9216,1Fam,1Story,1975,1975,Gable,294,782,SB,1076,1,1,3,5,1,1985,2,576,0,0,0,2008,143195
14330,1Fam,1Story,1975,2001,Gable,88,180,SB,1558,2,0,2,5,0,1975,2,440,140,0,0,2008,163000
7990,1Fam,1Story,1975,1975,Hip,0,924,SB,924,1,0,3,5,0,1981,1,280,0,0,0,2008,110000
7180,1Fam,1Story,1972,1972,Hip,390,474,SB,864,1,0,3,5,0,1989,1,352,0,0,0,2008,127000
7200,1Fam,1Story,1972,1972,Gable,632,148,SB,780,1,0,2,4,0,1973,1,352,196,0,0,2008,124900
9742,1Fam,1Story,2002,2002,Hip,0,1777,SB,1795,2,0,3,7,1,2002,2,534,171,159,0,2008,230000
10316,1Fam,2Story,2000,2000,Gable,735,257,SB,1865,2,1,3,7,1,2000,3,839,0,184,0,2008,235000
10400,1Fam,2Story,2001,2001,Gable,0,1257,SB,2161,2,1,3,8,1,2001,2,570,0,84,0,2008,230500
9066,1Fam,2Story,1999,2000,Gable,668,336,SB,1852,2,1,3,7,2,1999,3,660,224,106,0,2008,230000
11404,1Fam,2Story,1998,1999,Gable,252,901,SB,2031,2,1,3,8,1,1998,2,541,192,84,0,2008,222500
9240,1Fam,2Story,2001,2002,Gable,0,1055,SB,2263,2,1,3,7,1,2001,2,905,0,45,0,2008,287000
9720,1Fam,2Story,2001,2002,Gable,1194,163,SB,1947,2,1,3,7,1,2001,3,725,168,116,0,2008,274000
14860,1Fam,1Story,2002,2003,Hip,1538,240,SB,1786,2,0,3,6,1,2002,3,715,182,35,0,2008,3.00E+05
11250,1Fam,2Story,2002,2002,Gable,0,1128,SB,2290,2,1,4,9,1,2002,2,779,0,0,0,2008,255900
8158,1Fam,2Story,2003,2003,Gable,550,334,SB,1768,2,1,3,8,0,2003,2,543,0,63,0,2008,224900
10905,1Fam,2Story,2003,2003,Gable,0,1129,SB,2327,2,1,4,9,1,2003,2,596,0,57,0,2008,240000
7226,1Fam,2Story,2003,2003,Gable,0,798,SB,1640,2,1,3,6,0,2003,2,595,0,45,0,2008,183000
11690,1Fam,2Story,1999,2000,Gable,0,850,SB,1764,2,1,3,7,1,1999,2,560,120,29,0,2008,207000
8750,1Fam,2Story,1994,1995,Gable,642,273,SB,1908,2,1,4,8,1,1994,2,493,144,133,0,2008,210000
4435,TwnhsE,1Story,2003,2003,Gable,686,162,SB,848,1,0,1,3,0,2003,2,420,140,0,0,2008,136500
4426,TwnhsE,1Story,2004,2004,Gable,662,186,SB,848,1,0,1,3,0,2004,2,420,140,0,0,2008,145000
13125,1Fam,1Story,1997,1998,Gable,994,484,SB,1493,2,0,3,7,1,1997,2,508,140,39,0,2008,208900
10126,Duplex,SFoyer,1997,1998,Gable,1593,83,SB,1838,2,0,2,8,0,1998,3,721,160,67,0,2008,185000
9135,1Fam,1Story,2002,2003,Gable,810,726,SB,1536,2,0,3,7,0,2002,2,532,192,74,0,2008,214000
8450,1Fam,2Story,2003,2003,Gable,706,150,SB,1710,2,1,3,8,0,2003,2,548,0,61,0,2008,208500
9750,1Fam,1Story,2004,2004,Gable,24,1421,SB,1445,2,0,3,6,0,2004,2,470,0,35,0,2008,186500
8450,1Fam,1Story,2004,2004,Gable,946,490,SB,1436,2,0,3,8,0,2004,2,484,139,98,0,2008,210000
8320,1Fam,2Story,2004,2004,Gable,490,280,SB,1582,2,1,3,6,0,2004,2,520,0,45,0,2008,185900
11049,1Fam,1Story,2007,2007,Gable,0,1234,SB,1234,2,0,3,7,0,2007,2,484,0,30,0,2008,179900
11058,1Fam,1Story,2007,2007,Gable,56,1508,SB,1564,2,0,3,6,0,2007,3,814,0,24,0,2008,218836
9627,1Fam,1Story,2007,2007,Gable,24,1327,SB,1361,2,0,3,6,0,2007,2,610,0,50,0,2008,193000
8199,1Fam,2Story,2005,2005,Gable,648,80,SB,1456,2,1,3,7,1,2005,2,410,36,18,0,2008,189000
4426,TwnhsE,1Story,2004,2004,Gable,697,151,SB,848,1,0,1,3,1,2004,2,420,149,0,0,2008,149300
4426,TwnhsE,1Story,2004,2004,Gable,697,151,SB,848,1,0,1,3,1,2004,2,420,149,0,0,2008,141000
4438,TwnhsE,1Story,2004,2004,Gable,662,186,SB,848,1,0,1,3,1,2004,2,420,149,0,0,2008,149000
4438,TwnhsE,1Story,2004,2004,Gable,662,186,SB,848,1,0,1,4,1,2004,2,420,140,0,0,2008,144500
8777,1Fam,1Story,1910,1950,Gable,0,796,FA,796,1,0,2,4,0,0,0,0,328,0,0,2008,85000
8777,Duplex,1.5Fin,1900,2003,Gable,1084,188,SB,2200,2,2,4,9,0,0,0,0,0,70,0,2008,145900
9825,1Fam,1Story,1966,1966,Hip,609,483,SB,1092,1,0,3,6,0,1966,1,264,259,0,0,2008,123000
9937,1Fam,1Story,1965,1965,Gable,830,136,SB,1256,1,1,3,6,0,1965,1,276,736,68,0,2008,147500
12102,1Fam,SFoyer,1976,1976,Gable,456,0,SB,1033,1,0,3,6,0,1976,2,504,224,0,0,2008,165000
13907,1Fam,1Story,1940,1969,Gable,290,706,SB,996,1,0,3,6,1,0,0,0,144,0,0,2008,108000
10012,1Fam,SFoyer,1972,1972,Gable,920,38,SB,1181,2,0,3,6,0,1974,2,588,0,0,0,2008,137500
6931,1Fam,2Story,2003,2004,Gable,0,746,SB,1656,2,1,3,7,1,2003,2,397,178,128,0,2008,165400
9638,1Fam,SLvl,1977,1977,Hip,368,541,SB,1117,1,0,3,6,1,1977,2,542,292,0,0,2008,147000
7200,1Fam,2Story,1976,2001,Hip,288,396,SB,1398,1,1,3,6,1,1976,2,440,0,0,0,2008,160500
7024,1Fam,1Story,2005,2005,Gable,1024,108,SB,1132,1,1,2,5,0,2005,2,451,252,64,0,2008,176000
47007,1Fam,1Story,1959,1996,Gable,0,0,SB,3820,3,1,5,11,2,1959,2,624,0,372,0,2008,284700
63887,1Fam,2Story,2008,2008,Hip,5644,466,SB,5642,2,1,3,12,3,2008,2,1418,214,292,480,2008,160000
3675,TwnhsE,SLvl,2005,2005,Gable,459,88,SB,1072,1,0,2,5,0,2005,2,525,0,28,0,2008,148000
6040,Duplex,1Story,1955,1955,Gable,0,0,FP,1152,2,0,2,6,0,0,0,0,0,0,0,2008,82000
6012,Duplex,1Story,1955,1955,Gable,0,0,SB,1152,2,0,2,6,0,0,0,0,0,0,0,2008,82000
12108,Duplex,1Story,1955,1955,Gable,133,1307,FF,1440,2,0,4,8,0,0,0,0,0,0,0,2008,118000
6845,Duplex,1Story,1955,1955,Gable,0,0,FF,1152,2,0,2,6,0,0,0,0,0,0,0,2008,82500
6931,2fmCon,1Story,1955,1955,Hip,784,0,FP,784,1,0,2,4,0,0,0,0,112,0,0,2008,91900
12180,1Fam,1.5Fin,1938,2007,Gable,0,585,FF,1053,1,1,2,5,0,0,0,0,42,0,0,2008,120000
8050,1Fam,1.5Fin,1947,1993,Gable,0,0,SB,1137,1,1,4,8,0,0,0,0,0,0,0,2008,96000
9520,1Fam,1Story,1953,1953,Gable,767,144,SB,930,1,0,2,5,0,1953,1,286,134,0,0,2008,99000
11767,1Fam,1.5Fin,1946,1995,Gable,352,416,SB,1200,1,0,3,6,0,1946,1,240,0,0,0,2008,130500
8172,1Fam,1.5Fin,1954,1972,Gable,0,941,SB,1470,2,0,4,7,0,1958,1,548,0,0,0,2008,135000
16466,1Fam,1.5Fin,1955,1955,Gable,0,816,SB,1393,1,1,3,8,0,1955,1,300,121,0,0,2008,135500
7692,1Fam,SLvl,1954,1954,Gable,0,416,FA,1204,1,0,3,6,0,1954,1,312,0,0,0,2008,1.00E+05
5142,1Fam,1.5Fin,1923,2008,Gable,224,725,SB,1292,1,1,3,6,0,1923,1,205,0,0,0,2008,108000
5604,1Fam,1Story,1925,1950,Gable,468,396,FA,864,1,0,2,5,0,0,0,0,0,0,0,2008,98000
8248,1Fam,1Story,1914,1950,Gable,41,823,FF,864,1,0,2,5,0,0,0,0,0,0,0,2008,67000
5687,2fmCon,2Story,1912,2000,Gable,210,570,SB,1716,2,0,6,9,0,0,0,0,0,184,0,2008,135900
12155,1Fam,2Story,1925,1950,Gable,156,516,SB,1482,2,0,4,7,0,1934,1,400,0,0,0,2008,140000
8400,1Fam,2.5Fin,1939,1997,Gable,378,342,SB,2192,2,1,4,8,1,1939,1,240,262,24,0,2008,179500
8400,1Fam,1.5Fin,1925,1950,Gable,423,758,SB,1694,2,0,4,7,1,1925,2,576,342,0,0,2008,136500
7290,1Fam,1Story,1921,1950,Gable,0,1228,SB,1424,2,0,2,7,1,1921,1,312,0,0,0,2008,168000
8525,1Fam,2Story,1911,1950,Gable,0,940,FA,1964,1,1,4,7,0,0,0,0,0,192,0,2008,130000
9842,1Fam,2Story,1921,1998,Gable,0,612,SB,2601,3,1,4,8,0,1998,2,621,183,0,0,2008,189000
7804,Duplex,2.5Unf,1930,1950,Gable,281,0,SB,1920,2,2,4,10,2,1930,2,480,248,0,0,2008,161900
8969,1Fam,2Story,1926,1950,Gambrel,379,265,SB,1316,1,0,2,6,1,2001,1,369,0,0,0,2008,145000
11526,1Fam,2.5Fin,1922,1994,Gable,0,588,SB,2555,2,0,3,11,1,1993,2,672,431,0,0,2008,191000
15576,1Fam,2Story,1915,1976,Gable,0,840,SB,1680,2,0,4,8,0,1960,1,308,0,0,0,2008,177000
15564,1Fam,1.5Fin,1914,1995,Gable,0,676,SB,1264,1,0,3,6,0,1994,2,400,424,0,0,2008,147500
6292,1Fam,1Story,1930,1950,Gable,384,384,SB,790,1,0,2,4,0,1925,1,160,0,141,0,2008,91000
7609,1Fam,2Story,1925,1997,Gable,406,392,SB,1512,2,0,3,7,1,1925,1,180,85,16,0,2008,231000
10480,1Fam,1.5Fin,1936,1950,Gable,0,1064,FA,1639,1,0,3,6,0,1936,1,240,0,0,0,2008,115000
9650,1Fam,2Story,1923,1950,Hip,0,784,SB,1603,1,0,4,7,1,1980,2,599,0,217,0,2008,138000
7200,1Fam,2Story,1931,2000,Gable,0,776,SB,1502,1,1,3,6,1,1931,1,270,0,0,0,2008,149000
11988,1Fam,2Story,1934,1995,Hip,326,389,FA,1660,1,1,3,6,1,1939,1,240,0,0,0,2008,188700
11700,1Fam,1.5Fin,1937,1995,Gable,606,336,SB,1938,2,0,4,7,1,1937,1,240,0,40,0,2008,198000
9260,1Fam,1.5Fin,1938,1950,Gable,0,884,FF,1374,1,0,3,6,0,1938,1,225,64,0,0,2008,110000
7801,1Fam,1Story,1951,1951,Hip,500,591,FA,1091,1,0,2,5,1,1951,1,344,66,105,0,2008,104000
9670,1Fam,2Story,1935,1950,Gable,210,398,SB,1873,1,1,4,9,2,1935,2,786,0,0,0,2008,257076
14100,1Fam,1.5Fin,1935,1997,Gable,192,536,SB,3447,3,1,4,11,2,1982,3,1014,314,12,0,2008,381000
15660,1Fam,1.5Fin,1939,2006,Gable,341,457,SB,1954,1,1,3,8,2,1939,2,431,0,119,0,2008,311500
12392,1Fam,1.5Fin,1950,2000,Gable,435,397,SB,2161,2,1,3,8,2,1994,2,506,0,96,0,2008,263400
26073,1Fam,1Story,1956,1956,Gable,1116,782,FA,1898,2,1,3,7,2,1956,2,484,0,51,0,2008,236500
14778,1Fam,1Story,1954,2006,Hip,728,568,SB,1640,1,0,3,7,1,1993,2,924,108,0,0,2008,224000
1879,Twnhs,2Story,1980,1980,Gable,366,150,SB,1032,1,0,2,5,1,1980,2,462,213,0,0,2008,116500
1950,Twnhs,2Story,1980,1980,Gable,81,23,SB,1556,2,1,3,6,1,1980,2,452,161,0,0,2008,151000
7000,1Fam,1Story,1926,1998,Gable,299,555,SB,919,1,0,2,5,0,1926,1,195,0,0,0,2008,126000
6000,1Fam,1.5Fin,1940,2006,Gable,0,720,SB,1090,1,0,3,5,0,1940,1,240,0,0,0,2008,120000
5890,1Fam,1Story,1930,2007,Gable,538,278,SB,816,1,0,2,5,0,2002,1,432,0,0,0,2008,120500
8155,1Fam,1.5Fin,1930,1950,Gable,0,780,FA,1200,1,0,4,7,0,0,0,0,0,0,0,2008,119000
6000,1Fam,SLvl,1967,1967,Hip,257,367,SB,1656,1,1,3,7,1,1967,1,288,0,180,0,2008,126000
7392,1Fam,1Story,1930,1995,Gable,0,520,FA,912,1,0,2,5,0,1934,1,360,0,90,0,2008,99500
9000,1Fam,1.5Fin,1958,1958,Gable,330,821,FA,1955,2,0,4,7,0,1958,1,356,0,0,0,2008,165500
5280,1Fam,2Story,1895,1950,Gable,0,173,SB,1361,1,0,2,6,0,1895,1,185,0,123,0,2008,89000
5150,1Fam,1.5Fin,1910,2000,Gable,0,356,FA,1049,1,0,2,5,0,1910,1,195,0,0,0,2008,80900
18000,1Fam,1Story,1935,1950,Gable,0,894,SB,894,1,0,2,6,0,1994,3,1248,0,20,0,2008,81000
9000,1Fam,2Story,1920,1950,Gable,0,592,SB,864,1,1,3,5,0,1920,1,216,0,30,0,2008,65000
5587,TwnhsE,1Story,2008,2008,Hip,1480,120,SB,1652,2,0,2,5,1,2008,2,482,162,53,0,2008,392500
3843,TwnhsE,1Story,2007,2008,Hip,1476,120,SB,1648,2,0,2,5,1,2007,2,525,162,53,0,2008,294464
3811,TwnhsE,1Story,2004,2005,Hip,1474,120,SB,1646,2,0,2,5,1,2004,2,482,128,53,0,2008,250000
3842,TwnhsE,1Story,2004,2005,Hip,1373,221,SB,1646,2,0,2,5,1,2004,2,482,128,53,0,2008,275000
23730,1Fam,1Story,1996,1997,Gable,700,1140,SB,2032,3,0,3,7,0,1996,3,786,0,46,0,2008,3.00E+05
13265,1Fam,1Story,2002,2002,Hip,1218,350,SB,1689,2,0,3,7,2,2002,3,857,150,59,0,2008,271000
11050,1Fam,2Story,1996,1997,Gable,0,910,SB,1820,2,1,3,8,1,1996,3,816,318,32,0,2008,213000
9880,1Fam,SLvl,1977,1977,Gable,522,574,SB,1118,1,0,3,6,1,1977,1,358,203,0,576,2008,171000
10125,1Fam,1Story,1977,1977,Gable,641,276,SB,1279,2,0,3,6,2,1980,2,473,238,83,0,2008,171500
10260,Duplex,2Story,1976,1976,Gable,0,0,SB,1872,2,2,4,8,0,1976,2,484,0,0,0,2008,1.00E+05
9990,1Fam,1Story,1991,1991,Gable,1383,297,SB,1689,2,0,3,6,1,1991,2,432,428,120,0,2008,228500
164660,2fmCon,1.5Fin,1965,1965,Gable,1249,103,SB,1786,2,0,3,7,2,1965,2,529,670,0,0,2008,228950
4084,TwnhsE,1Story,1986,1986,Gable,893,384,SB,1501,2,0,2,6,1,1986,2,512,240,0,0,2008,241500
15498,1Fam,1Story,1976,1976,Hip,1165,0,SB,2898,2,0,2,10,1,1976,2,665,0,72,0,2008,287000
11563,1Fam,1Story,2006,2007,Hip,1036,482,SB,1537,2,0,3,8,0,2007,3,788,0,26,0,2008,294000
9520,1Fam,1Story,2007,2008,Gable,1513,125,SB,1646,2,0,3,7,1,2008,3,800,192,44,0,2008,293077
12852,1Fam,2Story,2007,2007,Gable,770,150,SB,1780,2,1,3,6,1,2007,2,612,0,192,0,2008,264966
9802,1Fam,SLvl,2006,2007,Gable,0,352,SB,1442,2,1,3,6,0,2007,2,400,100,0,0,2008,172500
9735,1Fam,SLvl,2006,2007,Gable,0,384,SB,1394,2,1,3,7,0,2007,2,400,100,0,0,2008,167500
12018,1Fam,2Story,2008,2008,Gable,0,796,SB,1612,2,1,3,6,0,2008,3,666,0,64,0,2008,218689
12890,1Fam,1Story,1989,1989,Gable,0,1495,SB,1495,2,0,3,8,1,1989,2,438,252,0,0,2008,150000
12416,1Fam,1Story,1986,1986,Gable,1398,0,SB,1651,2,0,3,7,1,1986,2,616,192,0,0,2008,184000
18265,1Fam,1Story,1986,1986,Gable,920,276,SB,1256,2,0,3,6,1,1986,2,578,282,0,0,2008,180000
10200,1Fam,SLvl,1988,1989,Gable,783,678,SB,1509,2,0,3,5,1,1988,2,600,224,0,0,2008,175000
11202,1Fam,1Story,2003,2003,Hip,1029,403,SB,1440,2,0,3,7,1,2003,2,467,185,95,0,2008,232500
7915,1Fam,1Story,1999,2000,Hip,1223,443,SB,1675,2,0,3,6,0,1999,2,435,165,52,0,2008,195000
12244,1Fam,2Story,2003,2003,Hip,871,611,SB,2262,2,1,4,10,2,2003,3,749,168,0,0,2008,305000
11449,1Fam,1Story,2007,2007,Gable,1011,873,SB,1728,2,0,3,7,1,2007,2,520,0,276,0,2008,298751
11447,1Fam,1Story,2005,2006,Gable,1571,393,SB,1964,2,1,3,7,1,2005,3,892,0,265,0,2008,370000
8940,Duplex,SFoyer,1997,1998,Gable,1309,35,SB,1344,2,0,2,8,0,1997,4,784,0,0,0,2008,209200
7060,Duplex,SFoyer,1997,1998,Gable,1309,35,SB,1344,2,0,2,8,0,1997,4,784,0,0,0,2008,206300
9278,1Fam,1Story,2007,2008,Gable,0,1092,SB,1092,1,0,2,5,0,0,0,0,0,52,0,2008,146000
4500,TwnhsE,1Story,1997,1997,Hip,864,325,SB,1189,2,0,2,4,0,1997,2,392,0,122,0,2008,160500
14137,1Fam,SFoyer,1964,1964,Gable,865,88,SB,1200,1,0,3,6,0,1964,3,850,0,119,0,2008,173000
4224,TwnhsE,1Story,1975,1975,Gable,769,271,SB,1040,1,0,3,6,0,1975,2,499,0,100,0,2008,124000
2665,TwnhsE,2Story,1976,1976,Gable,0,264,SB,1304,1,1,3,4,1,1976,1,336,141,24,0,2008,115000
2665,TwnhsE,2Story,1976,1976,Gable,318,232,SB,1475,2,0,4,6,1,1976,1,336,92,26,0,2008,129500
1974,Twnhs,SFoyer,1973,2006,Gable,501,25,SB,988,1,0,2,5,0,1973,1,297,120,101,0,2008,105000
1596,Twnhs,SLvl,1973,1973,Gable,437,25,SB,988,1,0,1,4,1,1973,1,297,0,101,0,2008,94900
17979,1Fam,1Story,1968,1968,Gable,785,328,SB,1160,1,0,3,6,0,1968,1,257,81,0,0,2008,152500
1477,Twnhs,2Story,1970,2007,Gable,358,188,SB,1092,2,1,3,6,0,0,0,0,187,0,0,2008,98000
1890,Twnhs,SFoyer,1972,1972,Gable,495,135,SB,630,1,0,1,3,0,0,0,0,88,0,0,2008,81000
21750,1Fam,1Story,1954,1954,Hip,0,988,FA,988,1,0,2,4,0,1954,2,520,0,0,0,2008,113000
6490,1Fam,1Story,1983,1983,Gable,534,282,SB,816,1,0,2,4,0,1983,1,264,315,0,0,2008,128500
6951,1Fam,1Story,1984,1985,Gable,658,218,SB,923,1,0,3,5,0,1984,1,264,362,0,0,2008,119500
6600,1Fam,1Story,1982,2008,Gable,641,175,SB,816,1,0,3,5,1,1982,1,264,0,0,0,2008,130500
6600,1Fam,1Story,1982,2003,Gable,816,0,SB,816,1,0,2,4,0,1985,2,816,0,0,0,2008,138000
